_c0,message_id,type,type_id,org,comment,ticket_id,coords,photo,after_photo,address,district,subdistrict,province,timestamp,problem_type_abdul,status,star,count_reopen,state
957,290735,ความปลอดภัย,12,กรุงเทพมหานคร,เนินขนาดใหญ่ไม่มีเครื่องหมายจราจรบนพื้นให้เห็นชัดเจน กลางคืนอันตรายมาก,2022-9LLKMC,"['100.64766', '13.77815']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/bea61434f388d9c9010d00ff47864dd38ec379da.jpg,,QJHX+737 ซอย นวมินทร์ 14 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,คลองจั่น,กรุงเทพมหานคร,2022-12-09 03:19:52.161088+00,{ความปลอดภัย},inprogress,,0,รอรับเรื่อง
1045,290577,ความสะอาด,5,กรุงเทพมหานคร,หมู่บ้านราชพฤกษ์ บางบอน4 รถขยะไม่มาเก็บขยะ5วันแล้วครับ,2022-R9AHWK,"['100.36408', '13.66593']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/0a65f2b5bb338973ca2d046cbcc822022503f676.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1a783d75fbd3a16ebb46d5bbbdff1b02120eddd2.jpg,49/76 ซอย ราชพฤกษ์ แขวง หนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,หนองแขม,หนองแขม,กรุงเทพมหานคร,2022-12-08 23:58:56.911946+00,{ความสะอาด},finish,5,0,เสร็จสิ้น
ไฟถนนเสีย,,,,,,,,,,,,,,,,,,,
เกาะกลางถนน แถมมีเศษดิน,,,,,,,,,,,,,,,,,,,
ตามกระทู้พันทิปเลยค่ะ มีคนเดินหลงไปหลายคน ยกกระเป๋าหนักด้วยค่ะ,,,,,,,,,,,,,,,,,,,
55,292161,"ความสะอาด,ร้องเรียน",5,กรุงเทพมหานคร,❌(แจ้งซ้ำๆๆ)ต้องให้ร้องเรียนออกสื่อฯ??❌ปชช.ร้องเรียนพร้อมหลักฐานใช้ภาษาไทยที่สุภาพเพื่อให้ท่านบังคับใช้กฎหมายตามอำนาจหน้าที่และด้วยเกียรติข้าราชการกรุณาจับปรับผู้ทิ้งขยะ(พักอยู่ 19/18ซ.อินทามระ3) เพราะสนข.รับเรื่องตั้งแต่ 29พย.64 กว่า1ปีแล้วยังปล่อยคนทำผิดซ้ำๆก่อความเดือดร้อนต่อสาธารณะ,2022-EMT4ZH,"['100.55296', '13.79130']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3b807af46597db8f9a9afbf017aa82653bb8946e.jpg,,19 ซอย อินทามระ แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,พญาไท,สามเสนใน,กรุงเทพมหานคร,2022-12-11 11:12:17.458876+00,"{ความสะอาด,ร้องเรียน}",inprogress,,0,กำลังดำเนินการ
132,292017,ทางเท้า,6,กรุงเทพมหานคร,ทางเท้าเป็นหลุม,2022-B3LEWC,"['100.78124', '13.72167']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/aaa3020e94049a494fbf23735bcdf141d1ab2f61.jpg,,1793 ถนน ลาดกระบัง 13/5 แขวง ลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,2022-12-11 04:40:06.495558+00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
1234,290158,"ความปลอดภัย,ท่อระบายน้ำ",12,กรุงเทพมหานคร,ฝาปิดท่อระบายน้ำแตก อันตรายต่อประชาชนในยามดึกครับ,2022-DL43MM,"['100.62765', '13.81501']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f257dcefcf095d26557262a01f263a3032951a4b.jpg,,304 ซ. โยธินพัฒนา 3 แยก 4 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,คลองจั่น,กรุงเทพมหานคร,2022-12-08 07:06:56.738143+00,"{ความปลอดภัย,ท่อระบายน้ำ}",inprogress,,0,กำลังดำเนินการ
"รบกวนตามเรื่องวันก่อนๆด้วย\"",2022-66Q4E8,"['100.53879', '13.67281']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/eb2663e21bfefc8374c6e8950533b3a53e8678c5.jpg,,360 ถ. พระรามที่ 3 แขวง บางโพงพาง เขต ยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,ยานนาวา,บางโพงพาง,กรุงเทพมหานคร,2022-12-08 01:06:58.789708+00,"{ถนน,สะพาน}",inprogress,,0,รอรับเรื่อง,,,,,
มี 3 ป้าย,,,,,,,,,,,,,,,,,,,
53,292163,ความสะอาด,12,กรุงเทพมหานคร,🎙️🔉🔊 แจ้งติดป้าย ❌ 🙅‍♀️🙅‍♂️🙅😤😠😡,,,,,,,,,,,,,,
64,292150,ความสะอาด,12,กรุงเทพมหานคร,🎙️🔉🔊 แจ้งติดป้าย ❌ 🙅‍♀️🙅‍♂️🙅😤😠😡,,,,,,,,,,,,,,
"เลขเสาไฟ ม22 ซอยศรีบูรพา 16 แขวงคลองจั่น เขตบางกะปิ\"",2022-A2UNGU,"['100.65132', '13.77709']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/90ce11bb2403fecaddab34263987da7c38e5284b.jpg,,34 ซอย ศรีบูรพา 16 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,คลองจั่น,กรุงเทพมหานคร,2022-12-11 06:47:35.111051+00,"{ถนน,สายไฟ,คลอง}",report,,0,รอรับเรื่อง,,,,,
403,291626,เสียงรบกวน,18,กรุงเทพมหานคร,"\"ร้องทุกข์​เรื่องการได้รับความเดือดร้อน​จากอู่ซ่อมรถ \"\"โอล้างเกียร์​ออ​โต้\"\" ซอย 99 ถ.มา​เจริญ​ หนองแขม ในการทำเสียงดัง และทำให้เกิดกลิ่นน้ำมันหรือควันรบกวนตลอดทุกวัน แม้แต่วันหยุด จนทำให้มีปัญหาเวียนหัว คลื่นไส้อาเจียน กระทบปัญหา​นอนไม่หลับ​ และมีสภาวะไอเรื้อรังเป็นระยะเวลาเกือบปี เลยอยากให้เจ้าหน้าที่เขตที่รับผิดชอบเข้ามาตรวจสอบและสั่งหยุดดำเนินการ หรือแก้ไขไม่ให้เกิดปัญหา​นี้อย่างถาวร  เพราะซอยนี้เป็นชุมชนเล็กๆ ที่เป็นแหล่งที่อยู่​อาศัยไม่ควรให้มีกิจการ​ใดๆ ที่สร้างมลภาวะทางกลิ่นหรือเสียงที่กระทบต่อสุขภาพ​ของ​คนในชุมชนมาเปิด\"",2022-8N999T,"['100.35141', '13.66711']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c782b76a454f156815e70cec08c28e1d825042bf.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/ce9191d68bd9badda7168d4ae81d6b1631eecec5.jpg,4/23 ถ. บางบอน 5 แขวง หนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,หนองแขม,หนองแขม,กรุงเทพมหานคร,2022-12-10 08:07:57.187374+00,{เสียงรบกวน},finish,5,0,เสร็จสิ้น
723,291204,ความสะอาด,5,กรุงเทพมหานคร,เขตทวีวัฒนา ไม่มาเก็บขยะตามเวลา   มีขยะสด  เหม็นเน่าประจำ   ทำไมถัึงมาเก็บขยะแค่อาทิตย์ละครั้ง   น้อยไปไหม???,2022-LRLK49,"['100.36273', '13.78602']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/dab738e327c8fe158bf88992b62c57db83358d3f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/a4a2c5adf5837c35fff97269a7d666c02dcd5e80.jpg,Q9P7+94G ซอย 23 แขวง ศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,ทวีวัฒนา,ศาลาธรรมสพน์,กรุงเทพมหานคร,2022-12-09 14:06:21.972928+00,{ความสะอาด},finish,,0,เสร็จสิ้น
