_c0,message_id,type,type_id,org,comment,ticket_id,coords,photo,after_photo,address,district,subdistrict,province,timestamp,problem_type_abdul,status,star,count_reopen,state
368,291668,,6,กรุงเทพมหานคร,แจ้ง ฟองดูว์ แล้ว ยังไม่ได้ซ่อมแซม,,,,,,,,,,,,,,
375,291660,ทางเท้า,6,กรุงเทพมหานคร,ไม่มีทางเดินเท้า,2022-D48M4C,"['100.52445', '13.74976']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/51fece08d6eb6e71b5c38ba3b837e17615fb4302.jpg,,สะพานเจริญผล 571/2 ถนน บรรทัดทอง แขวง ถนนเพชรบุรี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ราชเทวี,ถนนเพชรบุรี,กรุงเทพมหานคร,2022-12-10 09:26:10.191637+00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
481,291528,แสงสว่าง,12,กรุงเทพมหานคร,ไฟถนนเสีย,2022-4PRFAA,"['100.60450', '13.69831']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1094c5a52938dcd16a06b2d11e3457c05479348e.jpg,,1988 ถ. สุขุมวิท แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-10 06:18:19.268114+00,{แสงสว่าง},inprogress,,0,กำลังดำเนินการ
833,291036,,5,กรุงเทพมหานคร,กองขยะสกปรกมาก,2022-6MC8X9,"['100.52807', '13.75464']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1861bfd68d9181a22d7955e860a520992ae414d6.jpg,,153/1 Phetchaburi Road Thung Phaya Thai Khet Ratchathewi Bangkok 10400 แขวง ทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ราชเทวี,ทุ่งพญาไท,กรุงเทพมหานคร,2022-12-09 09:19:08.832011+00,{},report,,1,รอรับเรื่อง
1131,290389,ทางเท้า,12,กรุงเทพมหานคร,ไฟทั้งบนถนนและทางเท้าทำไมไม่เปิด,2022-BTK6AQ,"['100.57210', '13.72870']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/08eed3ff1fd54de81fc9928482a719374d136dba.jpg,,555 ถ. สุขุมวิท แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองตัน,กรุงเทพมหานคร,2022-12-08 11:26:17.107455+00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
1243,290133,ถนน,12,กรุงเทพมหานคร,ถนนเป็นหลุมเป็นบ่อ  หลายหลุมมากค่ะ,2022-P9VTNL,"['100.61406', '13.90214']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/05e35f1fbd9d38b47e7433579704f861761ffcf9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f1afad64029bd6184ff46fdc1ac40a53f5c7c5d3.jpg,20/828 ซอย พหลโยธิน 54/1 แขวง คลองถนน เขตสายไหม กรุงเทพมหานคร 10220 ประเทศไทย,สายไหม,คลองถนน,กรุงเทพมหานคร,2022-12-08 06:29:28.646618+00,{ถนน},finish,3,0,เสร็จสิ้น
1302,290032,ความสะอาด,5,กรุงเทพมหานคร,ขยะไม่มาเก็บตามรอบ,2022-F9486H,"['100.80016', '13.76077']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/fdcb8bc928ae8a80ea8cd613aa75aa7290a40fe5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/7b42eb83f8ad7284f92a57f18b5257afcc27f62a.jpg,39/6-7 ฉลองกรุง 41 แขวง ลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,ลำปลาทิว,กรุงเทพมหานคร,2022-12-08 04:15:09.004866+00,{ความสะอาด},finish,4,0,เสร็จสิ้น
11,292245,,6,กรุงเทพมหานคร,เสาไฟทางเดินเท้าไม่ติด,2022-6XTK22,"['100.49699', '13.72056']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1a9687eefc873ba37d91ad323076ef32f939022e.jpg,,88/89 ถ. กรุงธนบุรี แขวง บางลำภูล่าง เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,คลองสาน,บางลำภูล่าง,กรุงเทพมหานคร,2022-12-11 14:15:04.915915+00,{},report,,0,รอรับเรื่อง
123,292045,สะพาน,12,กรุงเทพมหานคร,ช่วยซ่อมแซมสะพานลอยหน้าโรงแรมด้วยค่ะ,2022-3K9FNX,"['100.57006', '13.74730']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/632f1ad7417732da3555484984f436935cec0c27.jpg,,1880 โรงแรมอามารีเอเทรียม ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร แขวง บางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,ห้วยขวาง,บางกะปิ,กรุงเทพมหานคร,2022-12-11 05:47:24.390395+00,{สะพาน},inprogress,,0,รอรับเรื่อง
544,291443,คลอง,12,กรุงเทพมหานคร,ขอให้มาช่วยลอกคลองให้หน่อยค่ะ,2022-8WYVMG,"['100.39942', '13.64011']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/ca772aabb709b21c940f4b23bd19e53dfbc7dac5.jpg,,27/3 เอกชัย แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,บางขุนเทียน,แสมดำ,กรุงเทพมหานคร,2022-12-10 04:24:10.2002+00,{คลอง},inprogress,,0,กำลังดำเนินการ
918,290818,"สะพาน,ทางเท้า",6,กรุงเทพมหานคร,แจ้งซ่อมแซมสะพานทางเท้า,2022-MFF9B2,"['100.72248', '13.78945']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/640630e467c8d3b08a3acde28cecaa4c347e1ea7.jpg,,QPQC+7WW มีนบุรี Bangkok 10510 ประเทศไทย,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,2022-12-09 04:58:58.694334+00,"{สะพาน,ทางเท้า}",inprogress,,0,กำลังดำเนินการ
932,290793,เสียงรบกวน,19,กรุงเทพมหานคร,เสียงดังครับ,2022-MH6W4R,"['100.59695', '13.72701']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f5bbc65eee47868ce80a8a39205ac0030531bcf4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2ceda49063dca133af20012fc4a9aefc0420d4c9.png,772/34 ถ. สุขุมวิท 71 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,วัฒนา,คลองตันเหนือ,กรุงเทพมหานคร,2022-12-09 04:26:07.402127+00,{เสียงรบกวน},finish,,0,เสร็จสิ้น
อยากให้ทุกเขต ที่มีสนามกีฬา มีเจ้าหน้าที่  มีความสามารถ  มาทำหน้าที่ตรงจุดนี้ แบบนี้,,,,,,,,,,,,,,,,,,,
1015,290619,,12,กรุงเทพมหานคร,พบขอทาน,2022-36ZCFV,"['100.59064', '13.71542']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3afb500a90064c2907f3158ef1e46ca5cdd416bd.jpg,,PH8R+569 แขวง พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,พระโขนง,กรุงเทพมหานคร,2022-12-09 01:07:48.752422+00,{},inprogress,,0,รอรับเรื่อง
1279,290074,"ถนน,น้ำท่วม",78,กรุงเทพมหานคร,ในซอยประชาอุทิศ111 น้ำท่วมขัง ไม่สามารถไหลออกหางถนนประชาอุทิศได้ ทำให้เกิดปัญหาน้ำท่วมขังส่งกลิ่นเหม็น (น่าจะมีอะไรอุดอยู่ตรงปากซอยประชาอุทิศ111) ความสูงระดับข้อเท้า น้ำท่วมมาแล้วมากกว่า 1 สัปดาห์,2022-6WY86E,"['100.51163', '13.61801']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6e6334fe8eb8a50df6925aa0dac9402d7ddd8eca.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/396340f495134d2087b1964814fd8ff5d2a8f3f8.jpg,85/58 ถ. ประชาอุทิศ แขวง ทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,2022-12-08 05:10:13.387163+00,"{ถนน,น้ำท่วม}",finish,4,0,เสร็จสิ้น
สำนักการโยธากทม เพียงทำตามอำนาจหน้าที่ให้บริษัทพฤกษาทำตามข้อตกลงตัดแต่งกิ่งไม้ปากซอยประดิพัทธ์23ไม่ให้รกทึบแผ่กิ่งก้านกว้างใหญ่ ไม่ให้สูงมาก ไม่ให้บดบังผนังตึก ให้อยู่ร่วมกันกับเพื่อนบ้านโดยเพื่อนบ้านสามารถประกอบอาชีพให้แขวนป้ายโฆษณาผนังตึกมีรายได้ครอบครัวตามปกติ ด้วยหลักธรรมาภิบาลและระบบคุณธรรมการบริหารราชการ ก็จักขอบคุณยิ่งครับ,,,,,,,,,,,,,,,,,,,
105,292076,ความสะอาด,12,กรุงเทพมหานคร,แจ้งเรื่องการเผาขยะ เผาหญ้า แจ้งเป็นครั้งที่ 2 จากตำแหน่งเดิม เผาในเวลา กลางวัน และกลางคืน มีกลิ่นพลาสติกปะปน ทำให้เสียสุขภาพ และได้รับความเดือดร้อนรำคานเป็นอย่างมาก,2022-6QG2UX,"['100.70387', '13.73781']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/0bebceb3c1a9ebc46efc0f75987f10f8956b291c.jpg,,159 ถ. กาญจนาภิเษก Khwaeng Thap Chang เขตสะพานสูง กรุงเทพมหานคร 10250 ประเทศไทย,สะพานสูง,ทับช้าง,กรุงเทพมหานคร,2022-12-11 07:20:27.759851+00,{ความสะอาด},inprogress,,0,กำลังดำเนินการ
553,291434,ท่อระบายน้ำ,9,กรุงเทพมหานคร,ฝาท่อชำรุด,2022-P2Y2BU,"['100.56893', '13.79235']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/47d2c5f4c0c7ba86884debaff787c43d5c6bc506.jpg,,369 ซอย อินทามระ 41 แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,2022-12-10 04:06:50.357983+00,{ท่อระบายน้ำ},report,,0,รอรับเรื่อง
593,291371,ท่อระบายน้ำ,12,กรุงเทพมหานคร,ฝาท่อบนถนน ไม่เรียบร้อย,2022-BCXHC2,"['100.47058', '13.78179']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/95f426b47e3d635e0b8eec748d18d99fe431c1ec.jpg,,113/43 ถนน บรมราชชนนี แขวง อรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,บางกอกน้อย,อรุณอมรินทร์,กรุงเทพมหานคร,2022-12-10 02:32:38.287214+00,{ท่อระบายน้ำ},inprogress,,0,กำลังดำเนินการ
679,291263,ท่อระบายน้ำ,6,กรุงเทพมหานคร,ขอบ ฝาท่อชำรุด,2022-M3Q93V,"['100.46477', '13.79440']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/99d71d445705005a0457dd3dc6866b8d9027a040.jpg,,4/27 ถนน ชัยพฤกษ์ แขวง ตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,2022-12-09 23:26:54.636197+00,{ท่อระบายน้ำ},inprogress,,0,กำลังดำเนินการ
759,291151,จราจร,91,กรุงเทพมหานคร,รถติดทุกวันบริเวณนี้ รถต้องแย่งขอทางกันไปเอง จะได้รับการแก้ไขเมื่อไหร่ ไฟจราจรหวังว่าจะช่วยระบายรถก็ต้องมาเสียเวลารถแย่งขอทางไปกว่าจะผ่านไปได้ก็ไฟแดงแล้ว,2022-AVP633,"['100.74659', '13.72843']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1d4fc53c96777d8590d3366a0ee93b61f6a010f6.jpg,,ถ. ร่มเกล้า แขวง คลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,คลองสามประเวศ,กรุงเทพมหานคร,2022-12-09 11:55:35.201582+00,{จราจร},inprogress,,0,รอรับเรื่อง
จรัญฯ68 วัดเทพากร บางพลัด กทม.,,,,,,,,,,,,,,,,,,,
889,290873,,18,กรุงเทพมหานคร,รถเมล์ แดง ควันดำ,2022-P4EUB8,"['100.54809', '13.78928']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e58d727d0f72d2e5faea451ce97449359bf5e827.jpg,,362/1 ถ. สุทธิสารวินิจฉัย แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,พญาไท,สามเสนใน,กรุงเทพมหานคร,2022-12-09 06:35:40.226838+00,{},inprogress,,0,รอรับเรื่อง
928,290801,,91,กรุงเทพมหานคร,รถ BMA Feeder ของ กทม. รอตั้งแต่ 9.30 น. ตอนนี้ 11.39 น. แล้วยังไม่มีรถมาเลยค่ะ,2022-K4C86R,"['100.54217', '13.77281']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/53353933ddde45061b6dcb1622a311b1ecbf5175.jpg,,BTS Sanam Pao Station Phahon Yothin Road Sam Sen Nai Khet Phaya Thai Bangkok 10400 แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,พญาไท,สามเสนใน,กรุงเทพมหานคร,2022-12-09 04:41:02.796553+00,{},inprogress,,0,รอรับเรื่อง
แต่ บุคลากรมี คุณภาพ มีเจ้า ที่ดูแลดี รักษาความปลอดภัยได้ดี,,,,,,,,,,,,,,,,,,,
1180,290325,กีดขวาง,6,กรุงเทพมหานคร,ขอให้ตรวจสอบการล้ำพื้นที่สาธารณะและวางสิ่งกีดขวางบนถนน,2022-8NUDWC,"['100.56561', '13.79678']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/951307db4ce4669a77148b2654fd916cf43bfa1f.jpg,,QHW8+P63 ซอย วิภาวดีรังสิต 16/11 แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จตุจักร,จอมพล,กรุงเทพมหานคร,2022-12-08 10:10:43.458878+00,{กีดขวาง},inprogress,,0,กำลังดำเนินการ
1223,290179,ถนน,12,กรุงเทพมหานคร,ระเบียบถนนข้าวสารจัดเรียบร้อยดี คือ เอาเต้นออก กางร่ม เมื่อไม่มีแดดทุกร้านเก็บ แต่มีร้านขายน้ำปั่น เจ้าเดียวในถนนเป็นผู้มีอิทธิพลไม่ใช้ร่ม เจ้าหน้าที่ไม่ว่าด่าเทศกิจได้ ไม่ต้องเก็บ...เทศกิจกลัวมากกกก ค่ะ,2022-NVRDEZ,"['100.49781', '13.75864']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c9fd63583b4d5f1ebf1927f4ec41046d5a29aa88.jpg,,190 ถนนข้าวสาร แขวง ตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,พระนคร,ตลาดยอด,กรุงเทพมหานคร,2022-12-08 07:29:29.648019+00,{ถนน},inprogress,,0,กำลังดำเนินการ
1251,290122,ป้าย,6,กรุงเทพมหานคร,ขอป้ายซอยย่อยในหมู่บ้านชัชฎาวิลล่า ตรงบริเวณปากทางเข้าซอยย่อย ชัชฎาวิลล่า 4 แยก 2  เพราะไม่มีชื่อซอย และชาวบ้านมักจะเรียกเป็นซอยบ้านหมอชัยวัฒน์ ซึ่งคิดว่าควรมีชื่อเป็นทางการให้ถูกต้อง,2022-LRAP8E,"['100.37131', '13.74361']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d1a5974540a136d646dd12089886c70fd6e8cee4.jpg,,9/68 ชัชฏาวิลล่า 4 แขวง บางไผ่ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางไผ่,กรุงเทพมหานคร,2022-12-08 06:10:29.993874+00,{ป้าย},inprogress,,0,กำลังดำเนินการ
1322,289983,ถนน,9,กรุงเทพมหานคร,ถนนทรุดตัวเป็นหลุม ตรงซอยเพชรบุรี12ตัดกับซอบพญานาค,2022-LK76Z6,"['100.52951', '13.75169']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/447c0c3bab34fa159b80ed39a2f1c43c99f446e1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/5cd772c4836313a9ec9d513d7872050d14608e50.jpg,718/12 ถ. พญาไท แขวง ถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ราชเทวี,ถนนเพชรบุรี,กรุงเทพมหานคร,2022-12-08 03:25:06.136033+00,{ถนน},finish,5,0,เสร็จสิ้น
📌 หน้า ⛽ ปั๊มบางจาก,,,,,,,,,,,,,,,,,,,
ขอร้องเรียนตึกแถวเลขที่ 265 (ซอยแตงโม)  ถนนเทศบาลสาย 2 แขวงวัดกัลยาณ์ เขตธนบุรี กทม.,,,,,,,,,,,,,,,,,,,
782,291114,ความปลอดภัย,6,กรุงเทพมหานคร,แผ่นอิฐที่นำมาปูใหม่ ไม่เรียบ -ยุบมุมนึง อีกมุมก็เงิงขึ้นมา,,,,,,,,,,,,,,
832,291038,ทางเท้า,6,กรุงเทพมหานคร,ฟุตบาทพังมาก เดินทีขาแทบพลิก,2022-LPRM64,"['100.60147', '13.65994']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6f0f7874513e1a312c9134132dac76fe57faafc5.jpg,,4487 ถ. สุขุมวิท แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนา,บางนาใต้,กรุงเทพมหานคร,2022-12-09 09:21:10.800342+00,{ทางเท้า},inprogress,,0,รอรับเรื่อง
972,290706,"ถนน,จราจร",12,กรุงเทพมหานคร,บริเวณนี้มีการติดตั้งสัญญาณไฟคนข้าม แต่เนื่องจากรถทางซ้ายสามารถผ่านตลอด จึงไม่มีรถยอมหยุดให้คนข้ามเลย ในเมือรถไม่หยุดให้คนข้าม น่าจะเปลี่ยนการจัดการที่เลี้ยวซ้ายผ่านตลอดให้มีสัญญาณไฟหยุดแทน เพื่อให้คนสามารถข้ามได้บ้าง เพราะสัญญาณไฟแดงก้อคงติดไม่นานมากเพื่อให้คนข้ามไปครึ่งหนึ่งของถนน ในช่วยแรกที่มีการปรับสัญญาณควรมีตำรวจหรือกล้องจับกรณีฝ่าไฟแดง มาจัดการเพราะถ้าไม่มีตำรวจมารถก้อคงไม่หยุดอีกเช่นกัน โดยเฉพาะมอเตอร์ไซด์,2022-4N6WLN,"['100.59253', '13.71409']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/42a587b4d4942174e55fa1930e6278265d2c2d47.jpg,,แยกพระโขนง 71 ถ. สุขุมวิท แขวง พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,พระโขนง,กรุงเทพมหานคร,2022-12-09 02:38:10.078302+00,"{ถนน,จราจร}",inprogress,,0,รอรับเรื่อง
1119,290418,ความสะอาด,5,กรุงเทพมหานคร,ขยะติดเชื้อ แต่คนไม่ทราบเอาขยะใส่ลงไปเต็ม ช่วยประชาสัมพันธ์ ว่าขยะติดเชื้อ สำหรับ ใส่mask atk หรือสิ่งใดบ้าง,2022-KZNC2X,"['100.50339', '13.73575']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/17dca044ccd4ed06e6c2d869ba662ff401ab6f13.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/fb852518187fbe2bfc059f5a0f1fcf2acd7d2833.jpg,427 ถ. ท่าดินแดง แขวง สมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,คลองสาน,คลองสาน,กรุงเทพมหานคร,2022-12-08 12:13:40.613393+00,{ความสะอาด},finish,5,0,เสร็จสิ้น
1369,289905,ทางเท้า,6,กรุงเทพมหานคร,ทางเท้า,2022-M3KH2T,"['100.53336', '13.72788']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c58f3a45ac2b3bda551442b1fc3a09f6987d08fc.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f522feba7e8bd1f280c4d97c15ee8d85cbcdabeb.jpg,อาคารสีบุญเรือง 1 แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,บางรัก,สีลม,กรุงเทพมหานคร,2022-12-08 01:53:50.040674+00,{ทางเท้า},finish,,0,เสร็จสิ้น
"ข้อควรสังเกตกรณีนี้ผมร้องเรียนมาเป็นเวลานานมากแล้ว ท่านใช้เวลาในเกมแก้ปัญหาไม่ได้เลย เพียงแค่ถ่ายรูปโชว์เทศกิจ 2 นายว่าได้ปฏิบัติหน้าที่แล้วแต่ไม่ได้ช่วยแก้ปัญหาซึ่งเกิดขึ้นแทบทุกวันเป็นเวลา 3-4 เดือนที่ผมร้องเรียนและเป็นเช่นนี้ก่อนหน้านี้เป็นเวลายาวนานจึงขอให้พิจารณาสั่งการหาวิธีแก้ไขให้บังเกิดผลสำเร็จที่จริงจังและลงโทษผู้กระทำผิดกฎหมายด้วยครับ\"",2022-H6TF6H,"['100.60525', '13.69698']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/8e5d6da73f0d17dec5c8dfa44264956e84a042a8.jpg,,2389/37 ถ. สุขุมวิท แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-07 22:29:15.999544+00,"{ทางเท้า,ความปลอดภัย,ร้องเรียน}",inprogress,,0,กำลังดำเนินการ,,,,,
191,291932,คลอง,5,กรุงเทพมหานคร,น้ำในคลองสีดำ มีกลิ่นเหม็น ตลอดทั้งทั้งคลอง,2022-3X7MRB,"['100.36321', '13.68522']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d020ff91867546b00b0fef529eadd02688af8907.jpg,,19/9 ซอย ชุมชนวัดหลักสาม แขวง หนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,หนองแขม,หนองแขม,กรุงเทพมหานคร,2022-12-11 01:15:24.486855+00,{คลอง},inprogress,,0,รอรับเรื่อง
281,291785,ความสะอาด,12,กรุงเทพมหานคร,📣🔉🔊 แจ้งติดป้าย ❌ 🙅‍♀️🙅‍♂️🙅😤😠😡,,,,,,,,,,,,,,
488,291518,ทางเท้า,6,กรุงเทพมหานคร,เสาเหล็กคา กับเหล็กเส้นที่เป็นฐานทางเท้าโผล่,2022-EHHN2W,"['100.46549', '13.67275']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/8601092d8bc3bbeb6686a879d683aca52120c7b7.jpg,,18 ถ. พระราม ๒ แขวง บางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,จอมทอง,บางมด,กรุงเทพมหานคร,2022-12-10 06:08:09.3539+00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
"ไม่ทราบว่าเหมาะสมหรือไหมที่ให้ร้านมาตั้งบนทางเท้า กทม ตรงพื้นที่ดังกล่าว\"",2022-ETHZRF,"['100.62244', '13.84745']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/98a6d157fbfa6a1ed506e9bf8b7d593e0bac2ecc.jpg,,20 ซอย รามอินทรา 14 แขวง ท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,บางเขน,ท่าแร้ง,กรุงเทพมหานคร,2022-12-10 04:20:16.071663+00,"{สะพาน,สัตว์จรจัด,ทางเท้า}",inprogress,,0,กำลังดำเนินการ,,,,,
644,291303,"ความสะอาด,ป้าย",12,กรุงเทพมหานคร,📣🔉🔊 แจ้งติดป้าย ❌ 🙅‍♀️🙅‍♂️🙅😤😠😡,,,,,,,,,,,,,,
645,291302,"ทางเท้า,ท่อระบายน้ำ,ความปลอดภัย",6,กรุงเทพมหานคร,ฝาท่อ ทางเดินเท้า ไม่มี อันตรายมากสำหรับประชาชนผู้ใช้ทางเท้า,2022-4TG8FV,"['100.56548', '13.73286']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e88c724972d72927919106fa91804b0e2faa3f40.jpg,,2 ซอย สุขุมวิท 22 แขวง คลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองตัน,กรุงเทพมหานคร,2022-12-10 00:29:32.435057+00,"{ทางเท้า,ท่อระบายน้ำ,ความปลอดภัย}",inprogress,,0,กำลังดำเนินการ
827,291044,,91,กรุงเทพมหานคร,ถ้ามีสัญญาณไฟสำหรับรถที่ออกจากซอยเทอดไท 26 ก็จะเป็นสี่แยกที่สมบูรณ์และปลอดภัย รวมถึงถ้าขยายคอขวดปากซอย 26 โดยเฉพาะฝั่งตลาดเก่าก็จะดีครับ,2022-KCGM2T,"['100.47253', '13.71954']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/b743fb0de33ebe04b0fc62437253bda5e762a9f8.jpg,,PF9F+R2F แยกวุฒากาศ ถนนเทอดไท แขวง ตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,ธนบุรี,ตลาดพลู,กรุงเทพมหานคร,2022-12-09 09:32:57.619118+00,{},inprogress,,0,รอรับเรื่อง
900,290853,จราจร,91,กรุงเทพมหานคร,ไฟแดงไม่เคยมีการเปิดใช้เลยครับ ตอนรถติดก็ไม่เปิดใช้ ถ้าไม่ใช้ก็ถอดไปติดที่อื่นเถอะครับ มีประโยชน์กว่า,2022-K3MH2C,"['100.77803', '13.72816']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d871aa07f5806edeb1d8cf7586eb7a058c7206e2.jpg,,3 ถนน ฉลองกรุง แขวง ลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,2022-12-09 05:50:00.628825+00,{จราจร},inprogress,,0,รอรับเรื่อง
2.ฝาท่อชำรุด,,,,,,,,,,,,,,,,,,,
แต่ขอบฟุตบาทกลับไม่มีขาวแดง,,,,,,,,,,,,,,,,,,,
1297,290043,"ถนน,ท่อระบายน้ำ",91,กรุงเทพมหานคร,ท่อระบายน้ำตันตลอดแนว ถนนกำแพงเพชร 2,2022-KXFLDG,"['100.55195', '13.82806']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/5a02819ce57ed5c0c78b0cf8398fc8786093dea4.jpg,,ปั้มบางจาก กำแพงเพชร 2 แขวง จตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จตุจักร,จตุจักร,กรุงเทพมหานคร,2022-12-08 04:21:20.050359+00,"{ถนน,ท่อระบายน้ำ}",inprogress,,0,กำลังดำเนินการ
1328,289973,ทางเท้า,6,กรุงเทพมหานคร,หลุมยุบบนฟุตบาท กินพื้นที่เกือบ 80%,2022-EMNZUE,"['100.47301', '13.76319']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/cd0b59f31193809638e62a4f0641d583409f1af5.jpg,,629/14 ถ. จรัญสนิทวงศ์ แขวง บางขุนนนท์ เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,บางกอกน้อย,บางขุนนนท์,กรุงเทพมหานคร,2022-12-08 03:15:19.077126+00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
